en;it;es;fr
\f[5]\nb[\n[5]]And here we are!\| Fresh as babies swaddled in mint!.;\f[5]\nb[\n[5]]Ed eccoci qua!\| Freschi come un bambino appena svezzato.;;
\f[1]\nb[\n[1]]You, red one. Pay up.;\f[1]\nb[\n[1]]Tu, rossiccio, pagami.;;
\f[5]\nb[\n[5]]Why should I, whelp?;\f[5]\nb[\n[5]]Perché, cucciolo?;;
\f[1]\nb[\n[1]Because we came all the way here to save your butt!\| This is the second time already!\| Besides, you're unpleasant to be around!;\f[1]\nb[\n[1]]Perché siamo venuti a salvarti, ovvio!\| E per la seconda volta, fra l'altro!\| E sei anche brutto, oltretutto!;;
\f[5]\nb[\n[5]]Surely once all my fellow Sages are free you shall be handsomely rewarded.;\f[5]\nb[\n[5]]Sono sicuro che quando tutti noi saggi saremo di nuovo liberi ti faremo un bellissimo e grandissimo regalo!;;
\f[1]\nb[\n[1]]I'll hold you to your word.;\f[1]\nb[\n[1]]Uh che bello, va bene!;;
\f[5]\nb[\n[5]]You have to save the world first, though.;\f[5]\nb[\n[5]]Prima, però, devi salvare il mondo!;;
\f[4]\nb[\n[4]]Come, your brother is waiting for you in front of \map[The Great Cluster]!;\f[4]\nb[\n[4]]Forza, tuo fratello ti aspetta da \map[The Great Cluster]!;;
\f[4]\nb[\n[4]]Just one Sage left to assemble all of us Sages and destroy \map[The Great Cluster] with our might!;\f[4]\nb[\n[4]]Manca l'ultimo saggio da liberare e saremo pronti per scagliare la nostra potenza contro \map[The Great Cluster] e distruggerlo!;;
\f[4]\nb[\n[4]]Let's head back and regain our bearings.;\f[4]\nb[\n[4]]Torniamo indietro e capiamo come procedere.;;
\f[5]\nb[\n[5]]Right!;\f[5]\nb[\n[5]]Vado!;;
Select \n[1] to begin this mission.;Seleziona \n[1] per cominciare questa missione.;;
