en;it;es;fr
\f[4]\nb[\n[4]]This... entity... appeared in the Kingdom all of a sudden, from origins unknown...;\f[4]\nb[\n[4]]Esiste una cosa, nel Regno, arrivata all'improvviso e dalla provenienza del tutto ignota...;;
\f[4]\nb[\n[4]]We named it \map[The Great Cluster].;\f[4]\nb[\n[4]]Noi la chiamiamo \map[The Great Cluster].;;
\f[1]\nb[\n[1]]\map[The Great Cluster]?!;\f[1]\nb[\n[1]]\map[The Great Cluster]?!;;
\f[4]\nb[\n[4]]Yes. It's a huge hodgepodge of scrap and clockwork. Some sort of gargantuan, unmoving automaton.;\f[4]\nb[\n[4]]Sì, è un grande ammasso di parti e pezzi meccanici, una sorta di mezzo robot, ma che è immobile.;;
\f[4]\nb[\n[4]]\map[The Great Cluster] cannot move or act. It can only think.\|§ But that's good enough for it.;\f[4]\nb[\n[4]]\map[The Great Cluster] è fermo, immobile, non agisce, pensa soltanto.\|§ E questo basta e avanza.;;
\f[4]\nb[\n[4]]He can take control of grunts and minions through its sheer will. Spike, which you lot fought just now, was one of them!;\f[4]\nb[\n[4]]Pur non potendo muoversi, è circondato da diversi scagnozzi, uno dei quali è Spike, quello che avete sconfitto poco fa!;;
\f[4]\nb[\n[4]]We have to depart and confront \map[The Great Cluster]. \| Before you go, though, you'd better speak to the Purple Sage in the next room over.;\f[4]\nb[\n[4]]Partiremo e andremo da \map[The Great Cluster]. \| Prima di partire, però, vi consiglio di passare dall'altra stanza e parlare con Saggio Viola.;;
\f[4]\nb[\n[4]]I'll wait for you guys upstairs.\. I'll join you in your mission!;\f[4]\nb[\n[4]]Io vi aspetterò di sopra, fuori dal rifugio.\. Mi unirò con voi e andremo insieme!;;
\nb[Eroi]\af[5:6]Okay, see you later.;\nb[Eroi]\af[5:6]Bene, a dopo!;;
\f[5]\nb[\n[5]]Heroes, these behind me are travel teleporters.\| Each will transport you to a place you've previously visited.;\f[5]\nb[\n[5]]Eroi, dietro di me avete i portali di teletrasporto.\| Ogni teletrasporto vi porterà nei luoghi già visitati.;;
\f[5]\nb[\n[5]]Once you complete a story act, the teleporter to that area will become available.;\f[5]\nb[\n[5]]Per sbloccare un luogo dovrete completarne il suo atto.;;
\f[5]\nb[\n[5]]There's even a portal to the \map[Royal Gardens].\| It will take you back to your own era.;\f[5]\nb[\n[5]]Potete tornare nei luoghi già visitati, compreso i \map[Royal Gardens].\| In questo caso tornerete indietro nel tempo, nella vostra epoca.;;
\f[5]\nb[\n[5]]Try not to get sidetracked too much, though.\| We have need of you here!;\f[5]\nb[\n[5]]Mi raccomando, non rimaneteci troppo a lungo.\| Abbiamo bisogno di voi qui!;;
\f[5]\nb[\n[5]]Revisiting an area will offer \c[1]Side missions\c[0] for you to accept.\| You can unlock side missions by spending Diamonds.;\f[5]\nb[\n[5]]Gli atti già completati offrono delle \c[1]Missioni Extra\c[0] da completare.\| Ognuna di queste missioni potrà essere sbloccata in cambio di Diamanti.;;
\f[5]\nb[\n[5]]Diamonds are valuables scattered all around the Kingdom.\| You can find them by digging in the ground.;\f[5]\nb[\n[5]]I Diamanti sono oggetti preziosi che potete trovare in giro per il Regno.\| È facile trovare i Diamanti sotto terra.;;
\f[5]\nb[\n[5]]\n[3], your metal appendages might give you the ability to dig in the ground!;\f[5]\nb[\n[5]]\n[3], tu potresti essere in grado di scavare nel terreno grazie alla tua armatura metallica!;;
\f[5]\nb[\n[5]]You should look into acquiring it if you have enough ESP!\| Completing a streak of Side Missions might rack in some hefty rewards!;\f[5]\nb[\n[5]]Guarda subito se hai gli ESP necessari per apprenderla!\| Completate queste Missioni Extra per ricevere in cambio ricompense sempre maggiori!;;
\f[5]\nb[\n[5]]I told you all you needed to know.\|§ \n[4 is waiting outside the safehouse.\. Good luck!;\f[5]\nb[\n[5]]Ora sapete tutto ciò che vi occorre sapere.\|§ \n[4] vi aspetta qua fuori dal rifugio.\. Buona fortuna!;;
\c[18]NOTE:\c[0] To teleport to \map[The Great Cluster] use the \map[Abandoned Area] portal.;\c[18]NOTA:\c[0] Per teletrasportarti da \map[The Great Cluster] utilizza il portale della \map[Abandoned Area].;;
