en;it;es;fr
Our Heroes have acquired multiple skills, but only one can be active at a time. You can use the equipped ability by pressing D during battle. Using an ability will cost 5 ESP.;I nostri eroi hanno imparato diverse abilità, ma in battaglia potranno usare solo una di queste. L’abilità scelta può venire azionata premendo il tasto D durante il gioco, al costo di 5 ESP.;;
From now on you can choose which ability to equip from the Item menu, by selecting the desired skill and assigning it to the D key. Your currently selectable skills are:;Da ora potrai scegliere quale abilità preferisci utilizzare. Per selezionare quella desiderata, entra nel menu Oggetti e seleziona quella da assegnare alla pressione del tasto D.§ Le abilità disponibili sono:;;
- Barrier: Create a temporary barrier to negate enemy attacks.§ - Frost: stops all enemies on the field from moving.;- Barriera, per creare una barriera che protegge dagli attacchi nemici§ - Gelo, per immobilizzare tutti i nemici presenti sul campo di battaglia;;
- Fury: Increases your attack power, killing enemies in one hit and increasing damage against bosses§ Activate an ability from the menu and use them in battle by pressing D.;- Furia, per incrementare la tua forza d'attacco e sconfiggere i nemici in un colpo solo§ Assegna le abilità dal menu e poi utilizzale in battaglia richiamandole con il tasto D.;;
You can set numerical keys 1 and 2 as hotkeys for healing items.§ To do so, press 1 or 2 when selecting an item in the Item menu.;Puoi assegnare i tuoi oggetti curativi ai tasti numerici 1 e 2, per una scelta rapida in gioco. Per assegnare un oggetto premi il tasto (o 1 o 2) sopra l'oggetto che vuoi assegnare a quel tasto.;;
That item will be set to the key you pressed.§ Once the key is set, just press the corresponding key in combat to use it.;In questo modo il tuo oggetto verrà assegnato al tasto premuto.§ Una volta assegnato l'oggetto, per utilizzarlo rapidamente in gioco ti basterà premere il tasto a cui è stato assegnato.;;
Only healing items such as Potions can be set to hotkeys.§ Press Esc to open the Item menu.;Ricorda che solo gli oggetti curativi possono essere assegnati a questi tasti, come carne e pozioni.§ Premi Esc per accedere al menu degli oggetti.;;
;;;
To open or close the menu press Esc.§ The menu contains the following options:§ - Missions: A list of all completed and currently active missions.§ - Items: Allows you to examine and use items from your inventory.;Per aprire o chiudere il menu premi il tasto Esc. Nel menu troverai:§ - Missioni, in cui vedere tutte le tue missioni e quella in corso§ - Oggetti, per vedere od utilizzare i vari oggetti trovati nell’avventura;;
- Upgrade: Use ESP to upgrade your heroes, weapons, and skills by spending ESP.;- Potenzia, dove, grazie agli ESP ottenuti, potrai potenziare i tuoi eroi, le loro armi e apprendere nuove abilità utili a tutto il gruppo, assegnando gli ESP ai fattori che preferisci;;
- Stats: See game data such as number of defeated enemies, game completion rate, collectibles unlocked etc.;- Statistiche, in cui potrai consultare alcuni dati, come il totale dei nemici sconfitti, la percentuale di completamento, le carte sbloccate ecc.;;
- Gallery: See weapons and characters you've found throughout the game§ - Quit: Return to the Main menu or quit the game.;- Galleria, per visualizzare tutti gli elementi sbloccati durante il gioco, come armi e personaggi§ - Esci, per tornare al Menu Titoli e chiudere il gioco.;;
Each row is a different parameter, and each tick in that row a single level of upgrade. Each level costs a set amount of ESP.;Ogni riga corrisponde ad un fattore diverso ed ogni casella ad un suo singolo potenziamento. Ogni potenziamento è ottenibile tramite una certa quantità di ESP.;;
- Nrg: Increases your maximum Energy and survivability.§ - Atk: Increases your attack power, increasing damage dealt to enemies.;- Nrg: aumenta la tua Energia massima e resistenza in battaglia§ - Atk: incrementa la tua forza d'attacco per sferrare colpi sempre più potenti;;
- Pwr: Unlocks a special skill for either one or all the Heroes in the party.§ The last row is for your weapons and their transformations.;- Pwr: diversi poteri e abilità che possono apprendere tutti gli eroi del gruppo, o specifici per un singolo eroe.§ L'ultima riga è dedicata alle tue armi e relative trasformazioni.;;
Upgrading a weapon will change its appearance, boost its attack power and increase various attributes. An upgraded weapon will also increase the cap on other upgrades.;Le tue armi, infatti, possono essere trasformate, cambiando forma e diventando più potenti. Inoltre questo sbloccherà nuovi potenziamenti nelle altre righe.;;
