en;it;es;fr
\nb[Reyjiro]Heroes, sages, it was no trivial feat to make it this far.;\nb[Reyjiro]Saggi, eroi, siete stati grandiosi ad essere arrivati fino a qua.;;
\nb[Reyjiro]Now that our common foe has their back against the proverbial wall, we can mount our final assault on them to destroy them forever.;\nb[Reyjiro]Il nostro più terribile nemico è alle strette, potete ora unire i vostri poteri e distruggerlo per sempre.;;
\nb[Reyjiro]Most of all, I thank you for your crucial contributions.\| We would never have made it this far without you, fair King Jer.\|;\nb[Reyjiro]Ma soprattutto ringrazio te, per il tuo preziosissimo contributo.\|§ Non ce l'avremmo mai fatta senza di te, re Jer.\|;;
\af[5:5]\nb[\n[2] and \n[3]]Wait, who's this Jer guy?!;\af[5:5]\nb[\n[2] e \n[3]]Chi è Jer?!;;
\f[1]\nb[\n[1]]That would be me, I'm Jer!;\f[1]\nb[\n[1]]Sono io, Jer!;;
\af[5:7]\|.\|.\|.\|;\af[5:7]\|.\|.\|.\|;;
\f[1]\nb[\n[1]]What? In three entire adventures I was never given a chance to introduce myself!!!;\f[1]\nb[\n[1]]Sentite, non mi avete mai fatto dire il mio nome per TRE avventure intere!!!;;
\f[4]\nb[\n[4]]Didn't you know?\| King Jer, last of his line, is the \n[1] in his time.;\f[4]\nb[\n[4]]Non lo sapevate?\| Re Jer, l'ultimo re del Regno, è proprio \n[1].;;
\f[4]\nb[\n[4]]He expired not too long ago.\| \map[The Great Cluster]'s sudden appearance coincided with his death, as if it was planned all along.;\f[4]\nb[\n[4]]In quest’epoca è deceduto giusto poco tempo fa.\| Poco dopo la sua morte è misteriosamente apparso \map[The Great Cluster], come dal nulla.;;
\nb[Reyjiro]It is fortunate that we managed to call you here after all, Jer. Only you could face a foe that clearly fears you that much.;\nb[Reyjiro]È stata una fortuna averti ancora qui con noi, Jer, solo tu saresti stato in grado di fronteggiare una simile situazione.;;
\f[5]\nb[\n[5]]And now… the coup de grace!\| Hasta la vista, \map[The Great Cluster].;\f[5]\nb[\n[5]]Ed ora… È arrivato il momento!\| Diamo l’addio a \map[The Great Cluster].;;
\f[4]\nb[\n[4]]Sages, let's attack together!§ Destroy it!;\f[4]\nb[\n[4]]Saggi, uniamo i nostri poteri!§ Distruggiamolo!;;
\f[5]\nb[\n[5]]Our power!;\f[5]\nb[\n[5]]Il nostro potere!;;
\f[4]\nb[\n[4]]\map[The Great Cluster]!\|§ IT IS AWAKE!;\f[4]\nb[\n[4]]È \map[The Great Cluster]!\|§ SI È RISVEGLIATO!;;
\nb[???]Curse you!\|§ You have shattered my cocoon!;\nb[???]Maledizione!\|§ Il mio involucro!;;
\nb[???]Damnable heroes!\.§ Your death shall be merciless and excruciating!;\nb[???]Dannati eroi!\.§ Stavolta vi eliminerò senza pietà!;;
