en;it;es;fr
My sireee, my sireee!;Mio sireee, mio sireee!;;
\f[1]\nb[\n[1]]Pray tell, ye farmer.;\f[1]\nb[\n[1]]Dimmi, contadino. ;;
The...\| The precious crystal! \|§ It's... \|It's gone! Stolen!;Il...\| Il prezioso cristallo! \|§ L'hanno... \|L'hanno rubato, non c'è più!;;
\f[1]\nb[\n[1]]Oh, by a billion blithering beavers!§ Hast thou witnessed the vile act, farmer?;\f[1]\nb[\n[1]]Oh, per mille castori infuriati!§ Dimmi, contadino, tu cosa sai?;;
I just happened to be in the castle to speak with you, sire, and found the crystal was missing!;Sono entrato qui nel castello per parlare con lei, sire, e il cristallo... Il cristallo non c'era più!;;
\f[1]\nb[\n[1]]Let him be knighted!;\f[1]\nb[\n[1]]Fatelo cavaliere!;;
\f[1]\nb[\n[1]]Bestow upon him the Revolt Sword!;\f[1]\nb[\n[1]]Dategli la Spada della Rivolta!;;
\f[1]\nb[\n[1]]Wait, I am speaking nonsense!;\f[1]\nb[\n[1]]Cosa sto dicendo?;;
\f[1]\nb[\n[1]]I can't talk and act the same as my predecessor!;\f[1]\nb[\n[1]]Non posso agire come il mio precedente sovrano!;;
\f[1]\nb[\n[1]]My duty calls!\| We will march to war to reclaim the Crystal!;\f[1]\nb[\n[1]]Il dovere mi chiama!\| Si parte in guerra per recuperare il Cristallo!;;
\f[1]\nb[\n[1]]Get me my sword! Send the troops!;\f[1]\nb[\n[1]]Datemi la mia spada! Preparate l'esercito!;;
Here, sire, your sword is right in this chest here!;Venga sire, venga a prendere la sua spada dal forziere!;;
\f[1]\nb[\n[1]]Where have the scoundrels made off to?;\f[1]\nb[\n[1]]Da che parte sono diretti i nemici?;;
They should still be in the \map[Royal Gardens]!;Sono andati verso i \map[Royal Gardens]!;;
\f[1]\nb[\n[1]]Let’s go!;\f[1]\nb[\n[1]]Andiamo!;;
Sire, your sword is inside the chest.;Sire, la sua spada si trova dentro al forziere!;;
