en;it;es;fr
\f[4]\nb[\n[4]Heroes, I happen to have with me a long-range tactical laser rifle.\| As you may guess, this keeps my hands too full to do anything else.;\f[4]\nb[\n[4]]Eroi, io sono dotato di un fucile laser che mi permette di sparare a distanza.\| Per questo, però, non potrò aprire casse o compiere altre azioni.;;
\f[4]\nb[\n[4]]I'll need \c[1]Energy cells\c[0] to shoot.\| You can see my rifle's energy reserves right next to our Energy bar.;\f[4]\nb[\n[4]]Per sparare ho bisogno di \c[1]Carica Energetica\c[0].\| La quantità di carica a mia disposizione è mostrata in alto, vicino all’Energia.;;
\f[4]\nb[\n[4]]The vending machine in the shelter can also supply us with ammunition.;\f[4]\nb[\n[4]]Possiamo acquistare altra carica nel nuovo distributore del rifugio!;;
\f[4]\nb[\n[4]]My rifle can also be Upgraded from the Menu, provided we find the proper UM for it.;\f[4]\nb[\n[4]]Il mio fucile laser può essere potenziato nella sezione ‘Potenzia’ del Menu, non appena troveremo le apposite CT per farlo.;;
Press \c[1]Q\c[0] to lock Grin's orientation. Press it again to turn freely.;Premi il tasto \c[1]Q\c[0] per bloccare/sbloccare la direzione di Grin.;;
Psst, you!\. Over here!;Pssst, voi!\. Da questa parte!;;
\f[2]\nb[\n[2]]Oh, no.\| Say it ain't so...;\f[2]\nb[\n[2]]Oh, no.\| Ditemi che non è vero.;;
\f[1]\nb[\n[1]]I hope that's not what remains of my magnificent castle...;\f[1]\nb[\n[1]]Già, ditemi che non ho davanti i miei occhi il mio bellissimo castello.;;
\f[3]\nb[\n[3]]Eh, there's nothin' magnificent about that rubble there.\. Not anymore.;\f[3]\nb[\n[3]]Era bellissimo.\. Adesso non tanto.;;
\f[1]\nb[\n[1]]I can't bear to look at these ruins!;\f[1]\nb[\n[1]]Non posso vederlo in queste condizioni!;;
\f[1]\nb[\n[1]]Enough of this!\|§ Let's move on!;\f[1]\nb[\n[1]]Non posso sopportare tutto questo!\|§ Me ne vado!;;
\nb[???]Wait, wait.\. Just where do you think you're going?;\nb[???]Fermo, fermo.\. Dove pensi di andare?;;
\nb[???]Everyone! Where do you think you're going?!;\nb[???]Tutti quanti! Dove pensate di andare?!;;
\f[4]\nb[\n[4]]Alright, heroes, I'll be right by your side!\.§ I'll escort you to \map[The Great Cluster].;\f[4]\nb[\n[4]]Bene eroi, io sarò con voi!\.§ Vi guiderò fino a \map[The Great Cluster].;;
\f[4]\nb[\n[4]]You'll find I can be a great help.\.§ You can count on me!;\f[4]\nb[\n[4]]Vi sarò di grande aiuto.\.§ Potrete contare su di me!;;
\f[4]\nb[\n[4]]This region of the Kingdom hasn't been inhabited for years...\| We have to head towards the Town, \map[The Great Cluster] is right that way.;\f[4]\nb[\n[4]]Questa zona del Regno è ormai disabitata da anni...\| Noi dobbiamo dirigerci verso la città, \map[The Great Cluster] si trova in quella zona.;;
\f[4]\nb[\n[4]]Therefore, we'll go east from here, where the \map[Wild Valley] once was!\|§ You remember the way, right?;\f[4]\nb[\n[4]]Quindi dobbbiamo andare verso Est, dove una volta si trovava la Valle Selvaggia!\|§ Ricordate, no?;;
\f[1]\nb[\n[1]]I just want to go back to my castle and sit on the throne like the good old times...;\f[1]\nb[\n[1]]Ma io voglio entrare nel mio castello e sedermi sul mio trono!;;
\f[4]\nb[\n[4]]This is hardly the time for it...;\f[4]\nb[\n[4]]Credo non sia il momento adatto.;;
Such devastation...the castle used to be a grandiose, dazzling sight...still, there's some peace and quiet here.;Che desolazione… una volta il castello era colorato e possente… ma si sta bene qui, c'è tranquillità.;;
Did you know the more side missions you complete, the higher the rewards for each will be?;Sapevi che più missioni completi più alta sarà la tua ricompensa quando l'avrai completata?;;
\f[1]\nb[\n[1]]How funny…;\f[1]\nb[\n[1]]Che ridere…;;
<- \map[Deserted Lands];<- \map[Deserted Lands];;
<- \map[Forbidden Jungle];<- \map[Forbidden Jungle];;
\map[Abandoned Area] ->;\map[Abandoned Area] ->;;
