en;it;es;fr
\nb[???]Oh, here you are!\| You put on quite the show up there!;\nb[???]Uh, eccoli!\| Grandiosi, ve la siete cavata bene lassù!;;
\f[1]\nb[\n[1]]Who are you?;\f[1]\nb[\n[1]]E voi chi siete?!;;
\f[4]\nb[\n[4]]My apologies. My name is \n[4].\|§ I'm the Green Sage.;\f[4]\nb[\n[4]]Perdonatemi, il mio nome è \n[4].\|§ Sono il saggio verde.;;
\f[1]\nb[\n[1]]You look nothing like the Green Sage I know.;\f[1]\nb[\n[1]]Il saggio verde che conosco io non è così.;;
\f[4]\nb[\n[4]]The Green Sage you know is long gone.;\f[4]\nb[\n[4]]Il saggio verde che conosci tu è morto da un pezzo.;;
\f[1]\nb[\n[1]]How can it be? He was a Sage!;\f[1]\nb[\n[1]]Impossibile, era un saggio!;;
\f[4]\nb[\n[4]]Sages can die too.;\f[4]\nb[\n[4]]Anche i saggi muoiono!;;
\f[1]\nb[\n[1]]You killed him!;\f[1]\nb[\n[1]]L'hai ucciso tu!;;
\f[4]\nb[\n[4]]Sure, whatever.\|§ Do you remember this guy?;\f[4]\nb[\n[4]]Certo, come no.\|§ E vi ricordate di lui?;;
\f[1]\nb[\n[1]]That...\| That's the guy who came to my castle! Bearing the news the crystal shard had been stolen!;\f[1]\nb[\n[1]]Lui...\| Lui era il tipo al mio castello! È venuto ad informarci che il Cristallo era stato rubato!;;
\f[1]\nb[\n[1]]What is he doing here?!\|§ He must be the thief!;\f[1]\nb[\n[1]]Cosa ci fa qua?!\|§ Lui ha rubato il Cristallo!;;
\f[4]\nb[\n[4]]No!\. Stop coming to hasty conclusions!\|§ Don't you remember the Sages going looking for a replacement after the Purple Sage died?…;\f[4]\nb[\n[4]]No!\. Fermati un secondo!\|§ Ricorderai che, dopo la morte dell'ultimo saggio viola, gli altri saggi stavano cercando un sostituto…;;
\f[4]\nb[\n[4]]That's him.\. He's the new Purple Sage the other Sages will elect not long after your time.;\f[4]\nb[\n[4]]Eccolo, è lui.\. Lui è il nuovo saggio viola, che gli altri saggi nomineranno nella tua epoca.;;
\f[4]\nb[\n[4]]Still, since you traveled to the future, the new Purple Sage has already been elected here.;\f[4]\nb[\n[4]]Ma dato che ti trovi nel futuro, il nuovo saggio viola è già stato scelto.;;
\f[4]\nb[\n[4]]And later still I was also elected as a Green Sage, so my title is legitimate.;\f[4]\nb[\n[4]]Ed io sono stato scelto anche da lui, quindi sì, sono ufficialmente il nuovo saggio verde.;;
\f[4]\nb[\n[4]]Is everything clear?§ Yes§ No;\f[4]\nb[\n[4]]Tutto chiaro?§ Sì§ No;;
\f[1]\nb[\n[1]]Alright, fine, I get it, but...;\f[1]\nb[\n[1]]Va bene, ho capito, ma…;;
\f[4]\nb[\n[4]]We're the ones who opened the temporal breach.\| I sent the Purple Sage to draw you to the breach and make you cross through.;\f[4]\nb[\n[4]]Siamo stati noi ad aprire il varco temporale.\| Io ho mandato Saggio Viola da te per farvi arrivare al varco ed entrarci dentro.;;
\f[4]\nb[\n[4]]And here you all are.;\f[4]\nb[\n[4]]E farvi arrivare qui.;;
\f[1]\nb[\n[1]]Ok...\. First of all, I'd like to know why you did all that, and besides… What was Derijiro doing in there?!;\f[1]\nb[\n[1]]Ok...\. Intanto vorrei capire perché avete deciso di fare questa cosa e, inoltre… Perché è uscito Derijiro da quel varco?!;;
\f[4]\nb[\n[4]]That's not Derijiro.\|§ That dragon was Reyjiro!;\f[4]\nb[\n[4]]Quello non era Derijiro.\|§ Quel drago è Reyjiro!;;
\f[1]\nb[\n[1]]Wha?!;\f[1]\nb[\n[1]]Cosa?!;;
\f[4]\nb[\n[4]]Reyjiro, a member of the dragon tribe just like Derijiro.;\f[4]\nb[\n[4]]Reyjiro, stesso abitante del mondo dei draghi, come Derijiro.;;
\f[4]\nb[\n[4]]Unlike Derijiro, who sought to exterminate us, Reyjiro is willing to help us.;\f[4]\nb[\n[4]]Con l'unica differenza che Derijiro voleva il nostro sterminio, mentre Reyjiro è venuto qua da noi per aiutarci.;;
\f[1]\nb[\n[1]]Fine...\.§ Wait, help us... with what?!\. What's the problem this time?!;\f[1]\nb[\n[1]]Va bene...\.§ Ed è venuto ad aiutarci... per cosa?!\. Qual è il problema stavolta?!;;
\f[5]\nb[\n[5]]Ever since King Jer died, things have been quite troublesome...\|§ Come, let's finish this in the other room...;\f[5]\nb[\n[5]]Da quando re Jer è morto ce ne sono stati parecchi di problemi...\|§ Venite, parliamo nell'altra stanza...;;
\f[1]\nb[\n[1]]But...Jer is...!\. \^;\f[1]\nb[\n[1]]Ma Jer è...!\. \^;;
